,dis,velo,c
0,999.2529855836409,21.82002074422261,10
1,994.0701228441933,23.84209480770064,10
2,998.6626326931278,22.56518650827089,10
3,992.0189255747774,22.247541287410115,10
4,995.2808846698498,21.95708794828035,10
5,996.1650944762648,22.68895691245311,10
6,989.759376430846,21.25836291291373,10
7,996.9611118526086,22.527025596881042,10
8,994.7456620285576,22.359483640357563,10
9,995.3045028473039,21.59115645222247,10
10,999.5044495006971,22.230894872651238,10
11,996.8651499581114,23.778200628767095,10
12,993.2730322250522,22.392386485889336,10
13,993.4038955235338,23.6648843335307,10
14,992.6166729095554,21.709411167491346,10
15,999.3845375857959,21.59696217492619,10
16,997.5974321812658,22.698263670770768,10
17,1000.8330885927335,22.104197093136257,10
18,999.5232214297587,23.818815930610665,10
19,993.9521702616869,23.290303588588035,10
20,995.7437789254653,22.064424058798437,10
21,993.9079962145139,22.5779357370284,10
22,1000.5299572427512,21.579791481275898,10
23,1000.9175354597141,21.81935766553966,10
24,1000.1815770372606,22.304968946713927,10
25,997.4186072429782,21.979348962100552,10
26,995.8896553156275,23.407581650806733,10
27,993.1340204711316,21.32978321554064,10
28,1002.4289413023977,22.177688051552057,10
29,997.4783108019843,22.2277447738989,10
30,1001.0681342163596,22.24725214494528,10
31,234.37006753574562,25.844654195606587,10
32,992.2486278066503,22.28485035036974,10
33,1002.2640267402328,24.364279693898517,10
34,994.6313992590239,23.959569787886295,10
35,990.3452933956756,22.0827467159263,10
36,999.3294700838004,22.08883631972276,10
37,999.87070246751,21.90635626137162,10
38,997.5575184171088,21.942842703553676,10
39,996.6985630217632,21.39128232487874,10
40,996.9902277497386,21.747614549332607,10
41,999.0903269427826,21.056983907599935,10
42,991.9029850348219,23.849235611229677,10
43,997.8875944631538,22.870999168546316,10
44,992.6779511055547,24.681744242876288,10
45,996.3564610348388,23.431743822800712,10
46,992.3889304334173,21.95713829176018,10
47,1000.6655802801956,22.14096122195062,10
48,992.5923757361951,21.56645505467853,10
49,992.3608459688678,22.284856774684172,10
50,994.0944829678125,21.81436921419251,10
51,999.5864638750859,21.09210111115894,10
52,999.1891127095234,22.513703445377413,10
53,995.3276065284135,23.969366444237103,10
54,996.6138696566638,23.00889610520145,10
55,998.4233158441591,21.02217348107752,10
56,995.7430728536215,21.906307811481994,10
57,998.0351852204714,22.697969766045016,10
58,1000.3269021724367,22.843299565420562,10
59,991.2467546427328,21.519214444655386,10
60,1000.4334468986649,23.201311790918,10
61,1000.6816703704242,21.84845658599531,10
62,995.9650028461315,22.359483639705292,10
63,988.9126755081961,21.258362912850316,10
64,993.1366451933816,21.28639927425049,10
65,992.3577437623782,22.268061584147162,10
66,998.2935886221553,21.66309933674764,10
67,1002.3727612201715,23.348182772164193,10
68,997.2792440157343,22.985983883873022,10
69,996.3010583056355,21.03773540574398,10
70,996.8038632043165,24.53856574193655,10
71,996.1596781382575,22.48422700856795,10
72,1004.6684495708591,22.40733795008526,10
73,991.7430194611186,21.771842210461273,10
74,992.3618315902834,22.462488457046415,10
75,997.2548541021768,22.066503434538042,10
76,995.6007857428953,22.030667704469995,10
77,1000.1675647468844,21.35582129186975,10
78,994.9276293803201,22.156812405763,10
79,997.5188089290709,21.590934187222192,10
80,991.072731570898,21.45220377580529,10
81,993.514768153249,22.60148944794968,10
82,998.1995197828817,22.46912422092875,10
83,997.3888060182298,21.738767276134503,10
84,1000.3343303362234,24.089366461705676,10
85,992.348067702172,24.71690959641741,10
86,989.0299844378117,22.470990968241804,10
87,997.9860458596698,23.82190902961446,10
88,1000.7746585575345,22.677945302505076,10
89,999.7601331833366,23.34233469634116,10
90,995.6669061275754,21.852296990038436,10
91,989.9036915737834,25.22178520293695,10
92,991.1716353137053,22.341616390123715,10
93,996.8204768274369,23.264822755634317,10
94,995.8671470468435,22.52707374026217,10
