,dis,velo,reward,c
0,1069.5074454970486,30.000000000000007,0.7500000000000001,246
1,1067.8729296659433,30.000000000000007,0.7499998758807319,246
2,1069.1345345777486,30.000000000000007,0.7499999999999998,246
3,1071.3304352720843,30.000000000000007,0.7499999999999934,246
4,1068.5468739274563,30.000000000000007,0.7425637221162812,246
5,472.4419991317428,30.000000000008,0.12493963681236314,246
6,1069.1384532820784,30.000000000000007,0.746772538100281,246
7,1054.5022543738098,30.000000000000007,0.11054066206983695,246
8,312.7697125102166,14.66214879875253,0.0,246
9,426.41602473183343,27.000000000133088,0.04999999984449943,246
10,68.61184802687896,30.391260799568833,0.12708941705430943,246
11,1069.4155701759105,30.000000000000007,0.7499998324520547,246
12,1069.9095211313115,30.000000000000007,0.7499966467859517,246
13,1067.8255792264983,30.000000000000007,0.7499999953685962,246
14,872.8214904064437,21.870000000000005,0.0,246
15,1039.6492454388722,21.870000000000005,0.0,246
16,1068.0768812123256,30.000000000000007,0.7334669097505736,246
17,293.8104778770827,27.000000486739555,0.04109790360154443,246
18,422.76543057097103,19.485650559557314,0.0,246
19,733.0692403244011,16.006063610856586,0.0,246
20,1068.0437232346023,30.000000000000007,0.7334693261062476,246
21,1069.0625758210133,30.000000000000007,0.7490065651915147,246
22,724.7945218387924,24.300000000000004,0.0,246
23,171.8444455194192,27.01005026374693,0.05014816338901322,246
24,293.34912302242026,27.000000486739555,0.04109759666457817,246
25,1068.0761283556294,30.000000000000007,0.7499999999987597,246
26,978.6218724631331,30.000000000000007,0.11052636646699039,246
27,830.0454806623356,27.000000000000007,0.03912762336803807,246
28,425.84298374422275,21.870000000155233,0.0,246
29,1069.05407668058,30.000000000000007,0.7498961693167131,246
30,1063.2310551113544,19.683000000000003,0.0,246
31,710.9146833523957,27.000000000000007,0.049999857268831355,246
32,230.52495198957166,20.75627176552123,0.0,246
33,1067.5739774415154,30.000000000000007,0.7499955571002301,246
34,1069.089376737717,30.000000000000007,0.7334693132128385,246
35,336.5963006988715,19.683000039796898,0.0,246
36,636.5526998945525,30.000000000000007,0.11289288259071759,246
37,142.70048811619813,21.875166619198176,0.0,246
38,1068.9542737208237,30.000000000000007,0.7355238980608977,246
39,1070.6667046421549,30.000000000000007,0.7499955569505029,246
40,1069.4651699576261,30.000000000000007,0.7425042588944484,246
41,1067.7497763949086,30.000000000000007,0.7499999999999993,246
42,1070.8196188582333,30.000000000000007,0.7499342624031803,246
43,604.9851502646324,24.300000000000004,0.0,246
44,1069.6662809526047,30.000000000000007,0.7499953171151241,246
45,424.8761720664739,19.683000000167652,0.0,246
46,873.5996154768684,27.000000000000007,0.04110059425408333,246
47,965.6225682860675,27.000000000000007,0.05000000000000018,246
48,943.2683422847363,15.755648699725114,0.0,246
49,51.03573684986304,23.72933612969423,0.0,246
50,484.9961863878397,19.683000000004377,0.0,246
51,1068.6930343292752,30.000000000000007,0.7425055696699221,246
52,1068.0470159267327,30.000000000000007,0.7370313776667605,246
53,1068.516756074771,30.000000000000007,0.7499957584004239,246
54,156.3373770529349,19.68524245624921,0.0,246
55,1072.002929850077,30.000000000000007,0.7499595492125084,246
56,1067.2353634849446,30.000000000000007,0.7499028552750006,246
57,93.93739144705677,18.208104817620608,0.0,246
58,141.7959757674865,19.688579948734027,0.0,246
59,1067.6454377726507,30.000000000000007,0.7484364671686031,246
60,1070.108703009935,30.000000000000007,0.7360367387183295,246
61,456.5098566349039,24.300000000023218,0.0,246
62,139.18682274911717,19.141829948734028,0.0,246
63,1068.613810821788,30.000000000000007,0.7421826392085498,246
64,1069.6461491425437,30.000000000000007,0.7457933013322465,246
