,dis,velo,c
0,512.5536699461059,29.85930494738147,230
1,1072.2099456255341,30.14195039079889,230
2,353.305686874445,30.307759901728822,230
3,1005.5840689597994,29.881768324577937,230
4,951.6337219045099,30.069499646773348,230
5,215.30063316083,30.059622144666424,230
6,785.2989499743852,30.05138899512925,230
7,1069.1011189255587,30.07152785558762,230
8,262.48117226951274,30.114616270382697,230
9,81.79486125041208,30.93110942804077,230
10,1070.9897022590708,30.14195039079889,230
11,1070.854205803756,30.14195039079889,230
12,815.8274504363502,30.08793734510389,230
13,1057.0114292270173,30.101121110667446,230
14,1071.8840509624688,30.14195039079889,230
15,1071.3236450150923,30.14195039079889,230
16,1072.6770783353843,30.14195039079889,230
17,1072.197623473753,30.14195039079889,230
18,632.2294874164725,29.858148771888175,230
19,1072.4591000637251,30.14195039079889,230
20,1066.6514793115944,30.00110536607697,230
21,1072.3294405894385,30.14195039079889,230
22,1071.6892256395297,30.14195039079889,230
23,769.4524087960637,30.00901952459625,230
24,456.1976966327566,29.992049258223826,230
25,979.1347179191438,29.996330426872632,230
26,620.4803239233008,30.115819917941707,230
27,307.12922634804715,30.237430826420262,230
28,981.2125695805012,30.067361196103402,230
29,382.74159906524335,30.403139109817815,230
30,1070.9757857045036,30.14195039079889,230
31,666.0862819388291,30.060732448789114,230
32,1072.2099787728316,30.14195039079889,230
33,1071.8263740012305,30.14195039079889,230
34,1071.2558155087627,30.14195039079889,230
35,1070.9720844150565,30.14195039079889,230
36,1072.3822128565644,30.14195039079889,230
37,1022.0742004758345,29.996492319804723,230
38,980.183154402255,26.642732368642818,230
39,832.6621772686817,30.183245049940382,230
40,37.23765297571626,31.576932629243828,230
41,1071.9902107246485,30.14195039079889,230
42,1072.6449245162316,30.14195039079889,230
43,1072.8536135982545,30.14195039079889,230
44,1070.6394027982158,30.07152910537718,230
45,1071.517031279219,30.14195039079889,230
46,1072.6078288473318,30.14195039079889,230
47,572.1037961661193,29.84321706366588,230
48,996.348919398691,30.107391903133387,230
49,36.72059746477973,31.576932629243828,230
50,1071.3398945375222,29.31614356032887,230
51,1069.9030166232747,30.07152910537718,230
52,428.4048340069396,30.252802776666005,230
53,1072.5348810221567,30.14195039079889,230
54,1014.3747289699811,29.767863643334152,230
55,1054.5579967838871,29.996592539238872,230
56,1072.3753288219634,30.14195039079889,230
57,1070.7291315358705,25.378541225133354,230
58,739.5009242563185,30.017035260137163,230
59,201.8342135379062,29.981649571656796,230
60,1071.2439380571861,30.14195039079889,230
61,696.8278097288609,30.153879951015675,230
62,1071.9908117902387,30.14195039079889,230
63,1071.980564498478,30.14195039079889,230
64,1071.1740922391728,30.14195039079889,230
65,126.74554488329949,29.969787450539442,230
66,1072.4028962081788,30.14195039079889,230
67,847.9208071561745,30.179972816905735,230
68,1072.3087987178528,30.14195039079889,230
69,1071.8510993852017,30.14195039079889,230
70,578.0116528933783,30.115223098597923,230
71,1065.8090829931534,30.001105320388856,230
72,293.7715595865727,30.372551446313757,230
73,1071.2311439327416,30.14195039079889,230
74,932.4222874135164,30.001265770657014,230
75,1071.9247480566191,30.14195039079889,230
76,426.9579602882957,30.169593451269176,230
77,769.750875026636,30.00901952459625,230
78,544.102463067701,29.978186881853365,230
79,1072.4276103778384,30.14195039079889,230
80,1073.074582452471,30.14195039079889,230
81,760.5376133022908,28.94058206588594,230
82,1072.8380414210849,30.14195039079889,230
83,739.3070819702131,29.39497233299894,230
84,111.40422251215998,29.88668850163006,230
85,231.20591598679553,30.05564804165943,230
86,1069.409235988996,30.07152785558762,230
87,981.1522817109819,30.108899657641864,230
88,1070.5797956913107,30.14195039079889,230
89,995.4356458929483,29.996386026465473,230
90,1067.6183432152611,30.00110532040745,230
91,37.386106907411346,32.822277011531206,230
92,293.39205211434796,30.530446181258245,230
93,1072.02483530653,30.14195039079889,230
94,473.33360485668084,30.22833799182956,230
95,712.5857631487768,30.214435696738747,230
96,1072.6186168090985,30.14195039079889,230
97,1070.2259443957912,30.099829093053568,230
98,1072.128981004501,30.14195039079889,230
99,1062.469422228683,29.805172632674672,230
100,1072.2187471820637,30.14195039079889,230
101,1071.7493047112387,30.14195039079889,230
102,1072.083976868409,30.14195039079889,230
103,1072.672588826939,30.14195039079889,230
104,576.48613796094,26.465057238860197,230
105,833.1447289542818,30.183245049940382,230
106,1071.91443666796,30.14195039079889,230
107,1060.5566751366468,29.860260249954184,230
108,637.6572436662699,30.16853518444574,230
109,1072.7582692837152,30.14195039079889,230
110,1072.1432142095975,30.14195039079889,230
111,170.76403176668623,30.075859519351106,230
112,52.33056429461959,31.29544448442961,230
113,1072.1372853169153,30.14195039079889,230
114,1056.3267323533253,30.038174682096017,230
115,1072.3859384163,30.14195039079889,230
116,1072.5178619758926,30.14195039079889,230
117,1071.2945354627495,30.14195039079889,230
118,1073.5346269744837,30.14195039079889,230
119,1072.4348321414996,30.14195039079889,230
120,1072.617787919663,30.14195039079889,230
121,368.4496437836834,30.419936572647785,230
122,929.8036151354228,28.057537112308466,230
123,37.3795267447384,32.822277011531206,230
124,1071.3269750687425,30.14195039079889,230
125,1050.6255854947628,29.89531753924841,230
126,1072.471920866631,30.14195039079889,230
127,1072.6389922591984,30.14195039079889,230
128,787.3788165539279,30.193816879744638,230
129,1076.3105199395611,29.836387835049877,230
130,1072.6901274982858,30.14195039079889,230
131,745.9659042595479,27.45088444071675,230
132,1072.2061960611754,30.14195039079889,230
133,1071.8915762242673,30.14195039079889,230
134,1071.411813532849,30.14195039079889,230
135,261.6235922600709,29.98596922810154,230
136,1071.9237174652912,30.14195039079889,230
137,1068.8787253993364,30.02940655797964,230
138,1071.206697139627,30.14195039079889,230
139,861.0544290480068,30.076815399065282,230
140,488.08097498997887,30.221202429584977,230
141,1071.4653827945635,30.14195039079889,230
142,336.3824135989445,30.131608795527196,230
143,1071.9733659273127,30.14195039079889,230
144,1071.4590715077602,30.14195039079889,230
145,1071.5355808466768,30.14195039079889,230
146,1071.6365164196666,30.09969686967213,230
147,832.3098015171556,30.12887028376006,230
148,37.37762228655981,32.822277011531206,230
149,692.7794208650321,29.93648903141783,230
150,561.7444250379165,30.12834099015162,230
151,1071.9640449647627,30.14195039079889,230
152,530.5608905037471,30.07634936419203,230
153,1069.634834406657,30.07153096546398,230
154,1071.733829243841,30.099829093053568,230
155,1072.2388384754229,30.14195039079889,230
156,1068.7698217635239,30.07152785558762,230
157,817.5140456008944,30.18663847679113,230
158,1071.703861827835,30.14195039079889,230
159,1071.862041840668,30.14195039079889,230
160,186.4412157601961,30.222674431699954,230
161,1072.3874405483418,30.14195039079889,230
162,1068.949660883863,29.99865889269486,230
163,1025.2372277505376,29.996492319804723,230
164,845.5547870365028,30.084796725635893,230
165,1071.9530818408907,30.14195039079889,230
166,1072.6126145653488,30.14195039079889,230
167,37.54644975399134,34.2253736617973,230
168,945.3357810582498,29.874261582775755,230
169,694.0586098627342,29.896008004586307,230
170,1026.736466072547,30.148212908040016,230
171,1063.7284885867552,29.930682785165086,230
172,1070.3500013052833,30.07152785558762,230
173,1072.5469526111317,30.14195039079889,230
174,1066.6066557433019,30.001105320377174,230
175,366.8668729990805,30.295327733484545,230
176,921.144903970873,29.996089799126576,230
177,1069.2219951112031,30.071527888187198,230
178,766.4537830011816,29.88318134155497,230
179,1037.2111002791232,30.001137358727753,230
180,439.27378803413137,29.94068159193765,230
181,1072.898002888331,30.14195039079889,230
182,787.3048774351352,30.136124572052328,230
183,472.98647128930327,30.22833799182956,230
184,1071.6985889002299,30.14195039079889,230
185,442.9395524478882,30.24408543954109,230
186,634.3159742827115,29.918417051576597,230
187,1041.8640561247914,30.10258663401045,230
188,128.25118602597016,30.885126054239493,230
189,229.37821933227278,29.77156716214177,230
190,1069.466721970999,30.071527855642817,230
191,1072.6028388313723,30.14195039079889,230
192,1026.904895181454,30.10423331774711,230
193,1070.4707633720031,30.14195039079889,230
194,1071.0428560259966,30.06688192444521,230
195,36.617611511544794,30.474960696373458,230
196,1071.9294507111667,30.14195039079889,230
